qc_id,batch_id,inspection_date,moisture_level,oil_content,defect_rate,brc_compliance_score,inspector_name,status
QC006800,PR20230818198,2023-08-18 03:00:00,73.3,4.8,4.37,99,Sai Shere,Approved
QC006808,PR20230818386,2023-08-18 08:00:00,78.9,5.5,3.87,99,Mugdha Rout,Approved
QC006809,PR20230818383,2023-08-18 02:00:00,78.0,3.2,3.25,97,Ansh Bora,Approved
QC006814,PR20230819762,2023-08-19 07:00:00,78.4,6.0,2.94,87,Ranbir Gola,Approved
QC006816,PR20230819517,2023-08-19 08:00:00,76.2,5.5,4.0,90,Alka Sachdeva,Approved
QC006821,PR20230819759,2023-08-19 01:00:00,77.1,4.1,2.45,100,Udarsh Divan,Approved
QC006822,PR20230819791,2023-08-19 07:00:00,76.2,5.1,1.57,93,Manya Lala,Approved
QC006823,PR20230819526,2023-08-19 08:00:00,73.0,3.6,1.83,87,Yashoda Karpe,Approved
QC006824,PR20230820450,2023-08-20 01:00:00,75.2,6.4,4.93,91,Nimrat Parmar,Approved
QC006825,PR20230820637,2023-08-20 02:00:00,79.2,7.1,4.16,100,Elijah Kari,Rejected
QC006826,PR20230820447,2023-08-20 02:00:00,76.8,4.3,2.62,98,Saumya Biswas,Approved
QC006827,PR20230820648,2023-08-20 03:00:00,73.1,5.8,0.6,88,Akshay Chakrabarti,Approved
QC006828,PR20230820398,2023-08-20 03:00:00,73.5,6.6,1.75,96,Eta Sibal,Approved
QC006830,PR20230820233,2023-08-20 05:00:00,75.4,7.2,0.7,100,Wriddhish Goyal,Approved
QC006831,PR20230820286,2023-08-20 02:00:00,72.2,4.1,3.58,100,Naveen Cheema,Approved
QC006832,PR20230820259,2023-08-20 02:00:00,73.9,7.3,2.08,98,Yachana Rai,Approved
QC006833,PR20230820732,2023-08-20 06:00:00,74.3,4.2,3.08,97,Lakshit Parikh,Approved
QC006842,PR20230821103,2023-08-21 05:00:00,78.9,5.0,1.64,89,Anirudh Bedi,Approved
QC006843,PR20230821311,2023-08-21 05:00:00,75.4,7.5,2.01,89,Balveer Shah,Approved
QC006844,PR20230821340,2023-08-21 08:00:00,77.2,4.6,3.54,98,Chakradev Chad,Rejected
QC006846,PR20230822467,2023-08-22 06:00:00,79.0,6.0,4.76,92,Rachita Gokhale,Approved
QC006848,PR20230822408,2023-08-22 04:00:00,76.8,7.9,3.76,89,Gautam Sama,Approved
QC006854,PR20230822488,2023-08-22 07:00:00,77.2,7.1,0.55,86,Bachittar Narasimhan,Approved
QC006863,PR20230823527,2023-08-23 05:00:00,74.1,4.1,1.0,92,Ekaja Palla,Approved
QC006876,PR20230824438,2023-08-24 05:00:00,79.5,3.7,1.68,95,Siya Khosla,Approved
QC006877,PR20230824141,2023-08-24 07:00:00,74.7,6.1,3.95,89,Zehaan Lad,Approved
QC006879,PR20230824158,2023-08-24 07:00:00,76.8,6.7,2.31,90,Raghav Bassi,Approved
QC006880,PR20230824456,2023-08-24 05:00:00,80.0,3.9,2.3,85,Madhavi Grover,Approved
QC006884,PR20230824598,2023-08-24 06:00:00,78.7,4.2,3.88,89,Nicholas Sandal,Approved
QC006885,PR20230825836,2023-08-25 08:00:00,74.9,3.9,2.32,89,Banjeet Bir,Approved
QC006891,PR20230825308,2023-08-25 08:00:00,78.3,3.6,2.82,91,Qabil Bhavsar,Approved
QC006893,PR20230825385,2023-08-25 01:00:00,77.9,6.8,2.25,93,Owen Dutt,Approved
QC006900,PR20230826724,2023-08-26 07:00:00,75.7,7.3,1.44,88,Owen Kale,Approved
QC006904,PR20230826674,2023-08-26 01:00:00,79.9,5.1,1.74,95,Bhavika Salvi,Approved
QC006911,PR20230827792,2023-08-27 08:00:00,72.0,3.6,3.9,85,Hredhaan Khosla,Approved
QC006917,PR20230827891,2023-08-27 03:00:00,77.2,4.2,4.67,87,Dalaja Contractor,Approved
QC006918,PR20230827896,2023-08-27 01:00:00,78.7,4.3,1.99,87,Ekalinga Grover,Approved
QC006920,PR20230828521,2023-08-28 08:00:00,73.5,6.2,3.66,91,Charles Manne,Approved
QC006921,PR20230828883,2023-08-28 08:00:00,75.2,6.7,4.96,85,Ekansh Khatri,Approved
QC006922,PR20230828222,2023-08-28 04:00:00,76.9,6.2,2.18,95,Shivansh Morar,Approved
QC006924,PR20230828531,2023-08-28 08:00:00,72.1,7.8,3.98,86,Madhavi Sawhney,Approved
QC006925,PR20230828512,2023-08-28 04:00:00,77.6,3.1,3.92,89,Sneha Nori,Approved
QC006937,PR20230829181,2023-08-29 08:00:00,77.4,5.8,3.31,100,Turvi Wagle,Approved
QC006938,PR20230830904,2023-08-30 05:00:00,79.3,3.0,1.21,89,Isaac Bumb,Approved
QC006943,PR20230830860,2023-08-30 05:00:00,79.2,3.0,4.57,95,Ryan Kala,Approved
QC006950,PR20230831751,2023-08-31 06:00:00,72.2,6.9,4.51,86,Sanaya Arya,Approved
QC006951,PR20230831753,2023-08-31 08:00:00,76.9,6.2,0.73,96,Nisha Mangat,Approved
QC006956,PR20230901366,2023-09-01 06:00:00,73.7,7.5,4.21,88,Azaan Manda,Approved
QC006958,PR20230901822,2023-09-01 01:00:00,72.5,7.1,2.41,87,Leena Sandhu,Approved
QC006968,PR20230901887,2023-09-01 08:00:00,76.5,3.5,2.29,91,Chakradhar Baria,Approved
QC006977,PR20230902898,2023-09-02 04:00:00,75.5,6.3,3.46,100,Krisha Sankar,Approved
QC006978,PR20230902148,2023-09-02 05:00:00,76.4,3.2,1.23,100,Aayush Taneja,Approved
QC006981,PR20230902290,2023-09-02 06:00:00,73.3,7.4,4.56,93,Chaman Chakraborty,Approved
QC006984,PR20230903721,2023-09-03 08:00:00,78.5,3.9,4.28,98,Ojas Pandit,Approved
QC006985,PR20230903850,2023-09-03 03:00:00,73.5,5.8,3.8,97,Upasna Khatri,Approved
QC006988,PR20230903692,2023-09-03 08:00:00,72.4,6.0,1.63,92,Ishwar Mander,Approved
QC006999,PR20230904558,2023-09-04 03:00:00,76.0,4.9,3.59,94,Arin Bhatt,Approved
QC007008,PR20230904944,2023-09-04 05:00:00,75.9,4.5,4.6,100,Vrishti Bhattacharyya,Approved
QC007009,PR20230904341,2023-09-04 08:00:00,79.7,7.0,3.11,86,Hritik Pal,Approved
QC007010,PR20230904654,2023-09-04 02:00:00,79.1,6.0,1.17,98,Sarthak Sura,Approved
QC007012,PR20230905600,2023-09-05 01:00:00,72.1,6.6,3.89,89,Samesh Pradhan,Approved
QC007016,PR20230905129,2023-09-05 04:00:00,79.4,7.1,3.38,89,Chakradev Nigam,Approved
QC007018,PR20230905475,2023-09-05 01:00:00,73.5,6.0,2.46,93,Balendra Kannan,Approved
QC007024,PR20230906997,2023-09-06 06:00:00,73.9,7.0,1.17,93,Krishna Munshi,Approved
QC007025,PR20230906315,2023-09-06 04:00:00,77.0,6.1,1.87,91,Tanmayi Wason,Approved
QC007026,PR20230906922,2023-09-06 05:00:00,75.4,3.6,0.61,91,Veer Shankar,Approved
QC007031,PR20230907759,2023-09-07 02:00:00,72.1,3.9,4.4,95,Gavin Dhawan,Approved
QC007035,PR20230907776,2023-09-07 08:00:00,76.2,3.6,4.57,86,Abdul Patel,Approved
QC007041,PR20230908508,2023-09-08 05:00:00,76.6,3.1,3.93,85,Vyanjana Yogi,Approved
QC007043,PR20230908953,2023-09-08 03:00:00,75.8,5.7,3.26,96,Falguni Banerjee,Approved
QC007045,PR20230908389,2023-09-08 04:00:00,72.8,7.7,1.65,91,George Chakraborty,Approved
QC007046,PR20230908266,2023-09-08 06:00:00,77.0,7.3,1.99,94,Faras Mahajan,Approved
QC007049,PR20230908278,2023-09-08 01:00:00,77.0,7.9,4.33,94,Osha Singhal,Approved
QC007053,PR20230909315,2023-09-09 01:00:00,78.2,5.2,2.53,95,Radhika Batra,Approved
QC007058,PR20230910666,2023-09-10 01:00:00,75.9,6.5,1.15,98,Gavin Roy,Approved
QC007060,PR20230910270,2023-09-10 02:00:00,78.9,3.1,1.26,92,Baghyawati Pau,Approved
QC007066,PR20230910476,2023-09-10 03:00:00,75.9,4.3,2.15,93,Rajata Rana,Approved
QC007067,PR20230910528,2023-09-10 07:00:00,74.7,4.3,2.21,95,Idika Kuruvilla,Approved
QC007074,PR20230911570,2023-09-11 02:00:00,76.0,5.4,4.15,92,Udarsh Kanda,Rejected
QC007075,PR20230911954,2023-09-11 03:00:00,74.5,4.4,2.77,92,Diya Kapur,Approved
QC007076,PR20230911834,2023-09-11 03:00:00,72.4,3.6,4.11,86,Zehaan Rao,Approved
QC007086,PR20230912803,2023-09-12 04:00:00,75.9,3.3,2.48,93,Yoshita Sundaram,Approved
QC007087,PR20230912193,2023-09-12 08:00:00,75.2,4.2,2.17,99,Shivani De,Approved
QC007089,PR20230912852,2023-09-12 05:00:00,73.5,5.2,2.34,86,Urvi Sridhar,Approved
QC007090,PR20230912507,2023-09-12 06:00:00,76.9,7.7,1.33,98,Jasmit Master,Approved
QC007091,PR20230913459,2023-09-13 01:00:00,75.3,5.8,2.96,93,Ucchal Sidhu,Rejected
QC007097,PR20230913196,2023-09-13 03:00:00,77.3,4.3,3.36,91,Max Natarajan,Approved
QC007099,PR20230914408,2023-09-14 08:00:00,73.6,3.6,4.24,100,Samar Pillay,Approved
QC007101,PR20230914635,2023-09-14 04:00:00,75.8,5.0,4.68,87,Kiaan Saini,Approved
QC007106,PR20230914204,2023-09-14 08:00:00,77.7,6.4,1.37,90,Vincent Tailor,Approved
QC007108,PR20230914328,2023-09-14 07:00:00,73.7,5.4,3.44,88,Isaiah Saha,Approved
QC007109,PR20230914737,2023-09-14 05:00:00,75.2,3.3,3.57,87,Thomas Kohli,Approved
QC007112,PR20230914628,2023-09-14 01:00:00,78.2,7.7,2.34,98,Yashawini Dutt,Approved
QC007115,PR20230915744,2023-09-15 02:00:00,74.1,7.6,3.72,93,Anay Iyengar,Approved
QC007124,PR20230916752,2023-09-16 05:00:00,72.5,5.9,0.63,98,Varenya Vaidya,Rejected
QC007127,PR20230916926,2023-09-16 02:00:00,73.8,3.4,1.42,88,Aishani Agate,Approved
QC007131,PR20230916399,2023-09-16 03:00:00,75.9,4.5,0.9,87,Anya Wagle,Approved
QC007133,PR20230916924,2023-09-16 03:00:00,75.9,6.5,0.74,94,Ekaraj Arya,Approved
QC007134,PR20230917790,2023-09-17 01:00:00,79.1,6.3,2.84,99,Chavvi Sama,Rejected
QC007137,PR20230917299,2023-09-17 01:00:00,75.2,5.0,2.01,99,Bina Das,Approved
QC007138,PR20230917797,2023-09-17 04:00:00,72.9,3.4,1.89,90,Lopa Soni,Approved
QC007139,PR20230917683,2023-09-17 03:00:00,77.3,4.4,4.16,88,Sara Raghavan,Approved
QC007141,PR20230917270,2023-09-17 06:00:00,75.0,6.2,2.44,89,Libni Bajaj,Approved
QC007147,PR20230918272,2023-09-18 04:00:00,76.0,4.3,2.81,89,Panini Iyer,Approved
QC007148,PR20230918529,2023-09-18 08:00:00,72.9,4.9,2.52,87,Benjamin Nagarajan,Approved
QC007151,PR20230918113,2023-09-18 05:00:00,77.6,5.0,3.49,88,Anita Kashyap,Approved
QC007154,PR20230919904,2023-09-19 04:00:00,73.4,3.1,2.78,97,Diya Devan,Approved
QC007165,PR20230920271,2023-09-20 05:00:00,75.8,6.3,1.91,96,Manthan Kara,Approved
QC007172,PR20230920935,2023-09-20 05:00:00,72.2,6.6,4.74,88,Yoshita Chander,Approved
QC007178,PR20230921742,2023-09-21 04:00:00,75.2,6.1,2.95,94,Niharika Chakrabarti,Approved
QC007182,PR20230921584,2023-09-21 06:00:00,76.5,7.3,3.81,85,Lopa Nigam,Approved
QC007184,PR20230921376,2023-09-21 07:00:00,78.2,3.5,1.16,97,Vanya Nigam,Approved
QC007190,PR20230922557,2023-09-22 08:00:00,77.3,5.7,3.98,91,Amara Bansal,Approved
QC007197,PR20230923903,2023-09-23 07:00:00,72.7,5.8,2.69,97,Ekavir Bawa,Approved
QC007199,PR20230923502,2023-09-23 06:00:00,78.8,3.9,2.07,99,Sai Sami,Approved
QC007201,PR20230923928,2023-09-23 01:00:00,73.2,5.3,4.47,88,Niharika Boase,Rejected
QC007205,PR20230924717,2023-09-24 06:00:00,77.4,6.7,0.92,91,Frederick Korpal,Approved
QC007208,PR20230924893,2023-09-24 07:00:00,75.6,7.2,4.27,86,Dalbir Sankaran,Approved
QC007209,PR20230924260,2023-09-24 01:00:00,79.9,5.6,0.51,100,Tamanna Badami,Approved
QC007220,PR20230925448,2023-09-25 03:00:00,79.2,7.8,4.67,94,Warda Mani,Approved
QC007224,PR20230925480,2023-09-25 06:00:00,78.2,4.1,1.13,99,Pranav Narang,Approved
QC007228,PR20230926647,2023-09-26 08:00:00,77.6,3.7,4.79,89,Omya Saraf,Approved
QC007232,PR20230926967,2023-09-26 08:00:00,75.6,3.2,1.18,90,Ekaja Rege,Approved
QC007236,PR20230926986,2023-09-26 06:00:00,74.3,6.5,3.82,95,Vansha Bhakta,Approved
QC007238,PR20230926687,2023-09-26 04:00:00,73.7,6.2,0.64,93,Rudra Dayal,Approved
QC007239,PR20230927894,2023-09-27 06:00:00,72.8,5.7,3.67,90,Vidhi Naik,Approved
QC007241,PR20230927527,2023-09-27 02:00:00,79.3,5.2,1.04,86,Amol Merchant,Rejected
QC007247,PR20230927853,2023-09-27 04:00:00,79.4,5.2,2.74,93,Panini Sen,Approved
QC007248,PR20230927298,2023-09-27 03:00:00,78.8,5.9,1.86,98,Jeet Morar,Approved
QC007249,PR20230927479,2023-09-27 04:00:00,76.3,6.1,4.5,97,Vaishnavi Parmer,Approved
QC007256,PR20230928456,2023-09-28 07:00:00,73.9,5.8,4.64,97,Azaan Agate,Approved
QC007261,PR20230928204,2023-09-28 08:00:00,72.4,4.0,2.06,97,Samaksh Kant,Approved
QC007269,PR20230929102,2023-09-29 01:00:00,77.4,7.2,1.4,91,Avni Sarraf,Approved
QC007274,PR20230930838,2023-09-30 07:00:00,74.0,7.1,1.17,100,Chameli Bandi,Approved
QC007275,PR20230930459,2023-09-30 03:00:00,74.1,6.7,1.25,98,Abhimanyu Rege,Approved
QC007280,PR20230930998,2023-09-30 08:00:00,78.6,5.5,2.51,100,Widisha Setty,Approved
QC007282,PR20230930178,2023-09-30 03:00:00,73.1,6.4,4.48,100,Eesha Dutta,Approved
QC007284,PR20230930718,2023-09-30 04:00:00,77.5,4.6,3.64,89,Yatin Rattan,Approved
QC007285,PR20230930301,2023-09-30 08:00:00,76.1,7.3,2.57,91,Xalak Aggarwal,Approved
QC007286,PR20230930136,2023-09-30 07:00:00,73.9,3.5,1.76,90,Jason Gulati,Approved
QC007287,PR20231001442,2023-10-01 01:00:00,76.5,3.9,0.68,97,Umang Yogi,Approved
QC007288,PR20231001621,2023-10-01 02:00:00,75.6,4.7,2.39,89,Chaitaly Choudhry,Approved
QC007290,PR20231001727,2023-10-01 05:00:00,75.6,6.8,4.82,93,Amruta Anne,Rejected
QC007295,PR20231001744,2023-10-01 04:00:00,74.1,7.7,1.53,89,Rudra Jha,Approved
QC007296,PR20231001110,2023-10-01 05:00:00,78.0,6.4,0.73,94,Harinakshi Pai,Approved
QC007298,PR20231002522,2023-10-02 06:00:00,77.8,7.5,4.69,89,Alexander Bedi,Approved
QC007300,PR20231002761,2023-10-02 05:00:00,77.5,6.9,0.82,99,Kai Balay,Approved
QC007304,PR20231002508,2023-10-02 07:00:00,73.3,4.3,2.89,87,Krishna Kant,Rejected
QC007307,PR20231002877,2023-10-02 04:00:00,75.1,6.3,2.51,97,Anvi Ramanathan,Approved
QC007311,PR20231003795,2023-10-03 05:00:00,78.2,6.6,3.86,93,Dhriti Pillai,Approved
QC007314,PR20231003274,2023-10-03 03:00:00,78.6,7.2,4.01,96,Oscar Chaudhari,Approved
QC007325,PR20231004693,2023-10-04 03:00:00,72.5,6.1,0.59,95,Eiravati Sunder,Approved
QC007331,PR20231004170,2023-10-04 04:00:00,78.0,3.3,4.92,88,Odika Kapoor,Approved
QC007336,PR20231004614,2023-10-04 02:00:00,76.9,3.9,2.61,91,Divya Walla,Approved
QC007339,PR20231004838,2023-10-04 07:00:00,78.6,3.9,2.92,99,Atharv Hayer,Approved
QC007340,PR20231005839,2023-10-05 03:00:00,72.0,6.9,1.38,96,Dakshesh Edwin,Approved
QC007344,PR20231005275,2023-10-05 08:00:00,75.1,5.7,1.15,86,Fiyaz Reddy,Approved
QC007347,PR20231005325,2023-10-05 03:00:00,79.4,5.3,1.54,87,Peter Hora,Approved
QC007348,PR20231005135,2023-10-05 02:00:00,77.9,7.5,4.61,90,William Andra,Rejected
QC007352,PR20231006473,2023-10-06 03:00:00,75.4,4.8,4.68,100,Bina Oza,Approved
QC007364,PR20231007239,2023-10-07 01:00:00,72.4,6.8,1.3,96,Yatan Dey,Approved
QC007365,PR20231007864,2023-10-07 06:00:00,75.7,7.8,3.12,95,Unni Wali,Approved
QC007366,PR20231007922,2023-10-07 04:00:00,76.2,3.3,1.75,88,Krisha Parikh,Approved
QC007367,PR20231007863,2023-10-07 01:00:00,72.0,7.4,3.4,100,Falguni Garg,Approved
QC007369,PR20231007775,2023-10-07 06:00:00,72.9,4.8,4.15,99,Ishwar Narang,Approved
QC007371,PR20231008409,2023-10-08 03:00:00,73.1,4.2,2.94,96,Chanakya Sur,Approved
QC007376,PR20231008325,2023-10-08 03:00:00,73.2,4.9,4.92,93,Ekbal Toor,Approved
QC007380,PR20231008733,2023-10-08 08:00:00,76.4,6.5,3.48,87,Megha Solanki,Approved
QC007381,PR20231008865,2023-10-08 06:00:00,73.7,7.2,1.05,98,Watika Sundaram,Approved
QC007384,PR20231008545,2023-10-08 08:00:00,79.4,4.1,4.8,96,Shravya Deo,Approved
QC007387,PR20231009571,2023-10-09 04:00:00,78.4,3.9,1.22,90,Vaishnavi Date,Approved
QC007389,PR20231009238,2023-10-09 01:00:00,72.7,4.2,3.47,100,Ishwar Lad,Approved
QC007390,PR20231009480,2023-10-09 04:00:00,76.2,6.1,0.64,89,Abha Deo,Approved
QC007391,PR20231009231,2023-10-09 01:00:00,72.6,6.5,4.32,94,Saumya Chaudhari,Approved
QC007395,PR20231009549,2023-10-09 01:00:00,74.9,3.8,1.89,98,Atharv Loyal,Rejected
QC007397,PR20231010682,2023-10-10 04:00:00,75.3,6.2,2.34,98,Janaki Sharma,Approved
QC007400,PR20231010801,2023-10-10 06:00:00,79.2,5.0,1.32,90,Harshil Oak,Approved
QC007401,PR20231010479,2023-10-10 05:00:00,74.0,5.3,4.02,98,Amrita Setty,Approved
QC007402,PR20231010845,2023-10-10 07:00:00,79.0,3.9,0.52,99,Xalak Mani,Approved
QC007404,PR20231010889,2023-10-10 06:00:00,79.0,4.1,4.2,96,Amol Pandya,Approved
QC007406,PR20231010453,2023-10-10 01:00:00,76.4,5.0,1.16,88,Pallavi Salvi,Approved
QC007407,PR20231010680,2023-10-10 04:00:00,77.4,7.1,2.57,85,Dakshesh Shankar,Approved
QC007408,PR20231010568,2023-10-10 06:00:00,75.6,6.8,2.75,88,Arunima Kapur,Approved
QC007412,PR20231011966,2023-10-11 03:00:00,78.3,3.3,4.36,93,Chaman Bali,Approved
QC007413,PR20231011731,2023-10-11 06:00:00,74.1,3.8,0.65,97,Champak Joshi,Approved
QC007424,PR20231012788,2023-10-12 02:00:00,78.7,3.3,4.79,87,Bhavini Nigam,Approved
QC007426,PR20231012891,2023-10-12 01:00:00,76.5,6.5,3.76,94,Gunbir Yadav,Approved
QC007427,PR20231012217,2023-10-12 08:00:00,74.3,7.0,4.76,89,Krish Bahl,Rejected
QC007429,PR20231013628,2023-10-13 08:00:00,75.0,7.2,3.97,96,Nirja Tata,Approved
QC007433,PR20231013536,2023-10-13 02:00:00,76.7,4.8,2.37,99,Ekaja Kohli,Approved
QC007444,PR20231014833,2023-10-14 02:00:00,74.5,5.1,4.95,97,Wriddhish Pall,Approved
QC007445,PR20231014463,2023-10-14 08:00:00,74.9,6.3,1.94,89,Ryan Rattan,Approved
QC007448,PR20231015184,2023-10-15 03:00:00,75.7,3.4,3.93,86,Ubika Karpe,Approved
QC007454,PR20231015284,2023-10-15 02:00:00,77.3,4.7,2.86,100,Sudiksha Swaminathan,Approved
QC007458,PR20231015758,2023-10-15 06:00:00,79.0,3.2,4.69,86,Champak Karnik,Approved
QC007460,PR20231015764,2023-10-15 03:00:00,75.8,7.3,4.38,87,Adweta Tiwari,Approved
QC007464,PR20231016402,2023-10-16 08:00:00,72.5,6.9,3.8,89,Maya Choudhury,Approved
QC007465,PR20231016866,2023-10-16 03:00:00,72.3,7.7,3.36,91,Anusha Devan,Rejected
QC007466,PR20231016316,2023-10-16 03:00:00,73.3,3.6,3.03,86,Radhika Dixit,Approved
QC007467,PR20231016480,2023-10-16 03:00:00,72.5,3.8,4.77,92,Kai Pandey,Approved
QC007469,PR20231016695,2023-10-16 01:00:00,78.0,6.1,1.44,85,Diya Bora,Approved
QC007471,PR20231016522,2023-10-16 03:00:00,73.7,5.2,3.89,94,Rayaan Naidu,Approved
QC007473,PR20231017677,2023-10-17 05:00:00,72.0,3.2,4.42,93,Girindra Ramachandran,Approved
QC007475,PR20231017385,2023-10-17 08:00:00,78.5,6.5,2.75,94,Logan Parmar,Approved
QC007477,PR20231017760,2023-10-17 06:00:00,73.2,3.5,4.57,93,Gautami Mand,Approved
QC007479,PR20231017136,2023-10-17 08:00:00,75.1,6.5,2.55,90,Aarnav Narula,Approved
QC007483,PR20231018364,2023-10-18 04:00:00,77.8,4.0,2.68,86,Barkha Sahni,Rejected
QC007486,PR20231018312,2023-10-18 04:00:00,75.0,4.2,3.19,91,Wriddhish Bhatia,Approved
QC007488,PR20231018921,2023-10-18 02:00:00,76.3,5.5,3.16,96,Sanya Sagar,Approved
QC007493,PR20231018366,2023-10-18 03:00:00,73.1,4.9,1.96,86,Nilima Gola,Approved
QC007495,PR20231019834,2023-10-19 07:00:00,78.2,3.2,1.77,90,Faris Muni,Approved
QC007496,PR20231019228,2023-10-19 07:00:00,79.3,4.5,1.18,86,Pahal Behl,Approved
QC007497,PR20231019235,2023-10-19 08:00:00,78.1,3.2,2.42,89,Matthew Singh,Approved
QC007499,PR20231019119,2023-10-19 05:00:00,78.8,7.8,1.62,100,Gayathri Luthra,Approved
QC007500,PR20231019971,2023-10-19 01:00:00,74.4,5.8,1.52,90,Damini Bains,Approved
QC007501,PR20231019698,2023-10-19 05:00:00,73.2,5.1,0.83,91,Simon Shere,Approved
QC007503,PR20231019927,2023-10-19 04:00:00,79.2,4.7,2.01,90,Januja Bhasin,Approved
QC007510,PR20231020735,2023-10-20 06:00:00,78.3,4.7,3.92,99,Atharv Kaul,Approved
QC007511,PR20231020447,2023-10-20 01:00:00,73.4,5.6,3.96,92,Dev Karan,Approved
QC007514,PR20231021113,2023-10-21 07:00:00,75.6,3.4,3.82,85,Jonathan Boase,Approved
QC007515,PR20231021757,2023-10-21 07:00:00,76.0,4.6,4.97,85,Tanvi Setty,Approved
QC007519,PR20231021723,2023-10-21 07:00:00,79.0,3.2,3.17,99,Jairaj Kulkarni,Approved
QC007520,PR20231021487,2023-10-21 04:00:00,74.8,3.2,0.55,88,Veda Jain,Approved
QC007522,PR20231022967,2023-10-22 02:00:00,76.7,4.6,3.66,85,Neha Bora,Approved
QC007527,PR20231022298,2023-10-22 07:00:00,75.6,6.8,4.16,96,Teerth Mammen,Approved
QC007528,PR20231022486,2023-10-22 02:00:00,77.3,5.1,4.95,98,Anya Baral,Approved
QC007529,PR20231022222,2023-10-22 02:00:00,74.5,5.6,2.84,91,Nihal Narayanan,Rejected
QC007530,PR20231022500,2023-10-22 02:00:00,75.4,3.6,2.09,90,Xavier Balakrishnan,Approved
QC007537,PR20231023344,2023-10-23 04:00:00,73.7,7.5,3.45,98,Ekaraj Kaur,Approved
QC007538,PR20231023720,2023-10-23 04:00:00,74.3,5.8,4.34,88,Manthan Bhavsar,Approved
QC007545,PR20231023553,2023-10-23 01:00:00,79.5,3.4,4.04,86,Megha Lata,Approved
QC007546,PR20231023987,2023-10-23 04:00:00,79.7,5.3,4.98,90,Sathvik Jani,Approved
QC007552,PR20231024253,2023-10-24 06:00:00,79.7,6.3,4.31,98,Saanvi Bawa,Approved
QC007553,PR20231024825,2023-10-24 06:00:00,74.4,7.6,3.16,87,Odika Ratti,Approved
QC007555,PR20231024526,2023-10-24 03:00:00,76.1,7.2,4.5,85,Yahvi Mital,Approved
QC007556,PR20231024554,2023-10-24 01:00:00,77.6,3.1,3.19,92,Reva Buch,Approved
QC007562,PR20231025258,2023-10-25 08:00:00,78.6,5.7,4.71,92,Hredhaan Ramaswamy,Approved
QC007570,PR20231025528,2023-10-25 06:00:00,79.2,5.6,2.32,91,Qasim Gade,Approved
QC007580,PR20231026986,2023-10-26 05:00:00,72.4,6.2,1.7,92,Vihaan Malhotra,Approved
QC007583,PR20231026379,2023-10-26 04:00:00,77.3,7.0,2.34,93,Hemani Bandi,Approved
QC007585,PR20231026971,2023-10-26 04:00:00,72.1,7.3,2.97,88,Adya Sha,Approved
QC007593,PR20231027652,2023-10-27 04:00:00,74.5,6.2,3.53,100,Triya Kar,Approved
QC007597,PR20231027900,2023-10-27 07:00:00,73.2,6.2,1.79,100,Charan Hegde,Approved
QC007599,PR20231028316,2023-10-28 05:00:00,78.4,7.7,0.96,89,Peter Vora,Approved
QC007600,PR20231028859,2023-10-28 03:00:00,79.3,7.5,2.04,97,Rehaan Bhakta,Rejected
QC007603,PR20231028535,2023-10-28 01:00:00,72.2,6.3,2.05,86,Nikita Rai,Approved
QC007606,PR20231028758,2023-10-28 01:00:00,73.5,3.5,1.38,88,Divya Chowdhury,Approved
QC007611,PR20231029194,2023-10-29 04:00:00,73.9,7.0,4.03,91,Gauri Pradhan,Approved
QC007613,PR20231029567,2023-10-29 06:00:00,76.0,5.8,4.63,89,Gaurav Dhingra,Approved
QC007615,PR20231029156,2023-10-29 04:00:00,79.3,7.1,2.18,92,Harish Vyas,Approved
QC007616,PR20231030328,2023-10-30 02:00:00,74.9,7.4,4.67,92,Ishanvi Chaudry,Approved
QC007617,PR20231030375,2023-10-30 01:00:00,78.4,6.8,3.01,98,Vamakshi Parmar,Approved
QC007623,PR20231030783,2023-10-30 07:00:00,74.7,4.2,1.13,91,Jagat Parsa,Approved
QC007627,PR20231031348,2023-10-31 05:00:00,77.8,6.9,2.11,89,Vasudha Pillay,Approved
QC007629,PR20231031561,2023-10-31 04:00:00,72.0,7.7,2.47,86,Mason Tandon,Approved
QC007631,PR20231031969,2023-10-31 06:00:00,79.8,6.4,1.06,88,Chameli Menon,Approved
QC007634,PR20231031478,2023-10-31 06:00:00,74.6,6.3,3.42,97,Gagan Subramanian,Approved
QC007636,PR20231101497,2023-11-01 05:00:00,73.9,3.9,1.75,98,Waida Modi,Approved
QC007637,PR20231101627,2023-11-01 06:00:00,78.3,4.2,3.66,96,Rachit Dutt,Approved
QC007639,PR20231101836,2023-11-01 04:00:00,79.0,5.0,0.53,97,Barkha Saha,Approved
QC007640,PR20231101131,2023-11-01 04:00:00,73.1,4.6,1.35,88,Dalbir Kar,Approved
QC007642,PR20231101748,2023-11-01 08:00:00,74.3,5.7,0.59,100,Dalbir Prabhu,Approved
QC007643,PR20231101381,2023-11-01 04:00:00,72.5,7.3,2.85,89,Jagdish Parsa,Approved
QC007644,PR20231101730,2023-11-01 07:00:00,79.5,3.0,0.5,86,Max Barman,Approved
QC007645,PR20231101728,2023-11-01 01:00:00,77.9,5.4,4.61,98,Reyansh Sarin,Approved
QC007646,PR20231101317,2023-11-01 02:00:00,78.3,5.5,2.65,99,Victor Dar,Approved
QC007647,PR20231101654,2023-11-01 04:00:00,78.5,7.0,1.75,100,Ishani Saran,Approved
